"Categorical","Categorical","IGNORE","Output regression","IGNORE","Categorical","Categorical","Categorical","Categorical","IGNORE"
899,6,2013-01-05,1955,239,1,0,0,0,7.57865685059476
900,6,2013-01-05,3684,348,1,0,0,0,8.21202580462344
901,6,2013-01-05,5654,501,1,0,0,0,8.64029538855022
902,6,2013-01-05,4139,568,1,0,0,0,8.32845106681936
903,6,2013-01-05,12361,882,1,0,0,0,9.42238253021922
904,6,2013-01-05,5915,533,1,0,0,0,8.68541582383069
905,6,2013-01-05,8727,1339,1,0,0,0,9.07429152751291
906,6,2013-01-05,8438,1101,1,0,0,1,9.04061909715797
907,6,2013-01-05,5481,814,1,0,0,0,8.60922527686273
908,6,2013-01-05,2323,225,1,0,0,1,7.7510451179718
909,6,2013-01-05,7708,778,1,0,0,0,8.95014375645926
910,6,2013-01-05,3928,464,1,0,0,0,8.27614021955846
911,6,2013-01-05,7517,714,1,0,0,0,8.92505542412412
912,6,2013-01-05,6605,893,1,0,0,0,8.79573360595074
913,6,2013-01-05,8251,1145,1,0,0,0,9.01821087419114
914,6,2013-01-05,6354,769,1,0,0,0,8.75699718362355
915,6,2013-01-05,7895,646,1,0,0,0,8.97411158111332
916,6,2013-01-05,4981,680,1,0,0,0,8.51358669582213
917,6,2013-01-05,4165,468,1,0,0,0,8.33471162182092
918,6,2013-01-05,2400,283,1,0,0,0,7.78364059622125
919,6,2013-01-05,2788,361,1,0,0,0,7.93343838762749
920,6,2013-01-05,4707,408,1,0,0,0,8.45701846838017
921,6,2013-01-05,4913,521,1,0,0,0,8.49984355308112
922,6,2013-01-05,7882,819,1,0,0,0,8.97246382105991
923,6,2013-01-05,5408,565,1,0,0,0,8.59581951187143
924,6,2013-01-05,2734,271,1,0,0,0,7.91388671485608
925,6,2013-01-05,5858,1263,1,0,0,0,8.67573421954479
926,6,2013-01-05,6748,526,1,0,0,0,8.81714962474341
927,6,2013-01-05,4463,691,1,0,0,0,8.40380050406115
928,6,2013-01-05,7577,710,1,0,0,0,8.93300459157855
929,6,2013-01-05,3973,510,1,0,0,0,8.28752842311176
930,6,2013-01-05,7917,1384,1,0,0,0,8.97689392766608
931,6,2013-01-05,2341,277,1,0,0,0,7.75876054415766
932,6,2013-01-05,3671,394,1,0,0,0,8.20849175174038
933,6,2013-01-05,2869,413,1,0,0,0,7.96206730875367
934,6,2013-01-05,4962,485,1,0,0,0,8.50976567558744
935,6,2013-01-05,3325,359,1,0,0,0,8.10952565975287
936,6,2013-01-05,7403,930,1,0,0,0,8.90977567369339
937,6,2013-01-05,6591,609,1,0,0,1,8.79361207158931
938,6,2013-01-05,7606,837,1,0,0,0,8.9368241549973
939,6,2013-01-05,5607,570,1,0,0,0,8.63194942871443
940,6,2013-01-05,4622,550,1,0,0,0,8.43879912398823
941,6,2013-01-05,2860,354,1,0,0,0,7.95892649305011
942,6,2013-01-05,5216,429,1,0,0,1,8.55967780302239
943,6,2013-01-05,5557,537,1,0,0,0,8.62299361030245
944,6,2013-01-05,8032,1359,1,0,0,0,8.99131333617381
945,6,2013-01-05,2633,312,1,0,0,0,7.87625888230323
946,6,2013-01-05,2501,357,1,0,0,0,7.82484569102686
947,6,2013-01-05,8324,1136,1,0,0,0,9.02701831484864
948,6,2013-01-05,3220,918,1,0,0,0,8.0774471493312
949,6,2013-01-05,3274,400,1,0,0,0,8.09407314806935
950,6,2013-01-05,3702,381,1,0,0,0,8.21689858091361
951,6,2013-01-05,6214,656,1,0,0,0,8.73472100394481
952,6,2013-01-05,6376,556,1,0,0,0,8.76045304631527
953,6,2013-01-05,2207,251,1,0,0,0,7.69984240739699
954,6,2013-01-05,6811,1016,1,0,0,0,8.82644104178258
955,6,2013-01-05,3200,355,1,0,0,0,8.07121853996986
956,6,2013-01-05,2337,324,1,0,0,0,7.75705114203201
957,6,2013-01-05,4913,546,1,0,0,0,8.49984355308112
958,6,2013-01-05,2950,394,1,0,0,0,7.98989937494294
959,6,2013-01-05,4599,499,1,0,0,0,8.43381158247719
960,6,2013-01-05,5230,498,1,0,0,1,8.56235774337061
961,6,2013-01-05,5884,689,1,0,0,0,8.68016201969438
962,6,2013-01-05,5110,721,1,0,0,0,8.53915035876828
963,6,2013-01-05,3715,369,1,0,0,0,8.22040309993373
964,6,2013-01-05,7825,1293,1,0,0,0,8.96520680277036
965,6,2013-01-05,6253,733,1,0,0,1,8.74097653801779
966,6,2013-01-05,3317,461,1,0,0,0,8.10711747075039
967,6,2013-01-05,6836,763,1,0,0,0,8.83010431791379
968,6,2013-01-05,3739,459,1,0,0,0,8.22684089040858
969,6,2013-01-05,1076,241,1,0,0,0,6.98193467715639
970,6,2013-01-05,1303,153,1,0,0,1,7.1731917424866
971,6,2013-01-05,7525,1023,1,0,0,0,8.92611897115338
972,6,2013-01-05,1296,162,1,0,0,0,7.16780918431644
973,6,2013-01-05,4583,542,1,0,0,0,8.43032725839458
974,6,2013-01-05,8306,1122,1,0,0,0,9.02485381183907
975,6,2013-01-05,6065,603,1,0,0,0,8.71045468824853
976,6,2013-01-05,3838,436,1,0,0,0,8.2529671950008
977,6,2013-01-05,2835,345,1,0,0,0,7.95014988765202
978,6,2013-01-05,5498,812,1,0,0,0,8.61232153650781
979,6,2013-01-05,3592,412,1,0,0,0,8.18674278711352
980,6,2013-01-05,5694,464,1,0,0,0,8.64734387588128
981,6,2013-01-05,5222,619,1,0,0,0,8.5608272284363
982,6,2013-01-05,5579,529,1,0,0,0,8.62694405537536
983,6,2013-01-05,11182,1651,1,0,0,0,9.32215004702819
984,6,2013-01-05,5998,825,1,0,0,0,8.69934806765309
985,6,2013-01-05,8091,877,1,0,0,0,8.99863119828764
986,6,2013-01-05,9114,1249,1,0,0,0,9.11767668711276
987,6,2013-01-05,4392,566,1,0,0,0,8.38776764397578
988,6,2013-01-05,3849,590,1,0,0,0,8.25582842728183
989,6,2013-01-05,2647,325,1,0,0,0,7.8815599170569
990,6,2013-01-05,5172,523,1,0,0,0,8.55120807000351
991,6,2013-01-05,7371,727,1,0,0,0,8.90544431878971
992,6,2013-01-05,3475,456,1,0,0,0,8.15363748638528
993,6,2013-01-05,4940,539,1,0,0,0,8.50532301884575
994,6,2013-01-05,2128,266,1,0,0,0,7.66340766489348
995,6,2013-01-05,7443,646,1,0,0,0,8.91516361776214
996,6,2013-01-05,3594,447,1,0,0,0,8.18729927015515
997,6,2013-01-05,4794,426,1,0,0,1,8.47532898731754
998,6,2013-01-05,2920,431,1,0,0,0,7.97968130238774
999,6,2013-01-05,5608,460,1,0,0,0,8.63212772950834
1000,6,2013-01-05,7287,661,1,0,0,0,8.89398443893979
1001,6,2013-01-05,3264,443,1,0,0,0,8.09101504171053
1002,6,2013-01-05,5403,707,1,0,0,0,8.59489469908009
1003,6,2013-01-05,5391,654,1,0,0,0,8.59267165259214
1004,6,2013-01-05,4517,436,1,0,0,0,8.41582469702795
1005,6,2013-01-05,5406,837,1,0,0,0,8.595449689382
1006,6,2013-01-05,5408,843,1,0,0,0,8.59581951187143
1007,6,2013-01-05,7446,1033,1,0,0,0,8.91556654571064
1008,6,2013-01-05,4385,651,1,0,0,0,8.38617292897783
1009,6,2013-01-05,2737,249,1,0,0,0,7.91498300584839
1010,6,2013-01-05,9169,917,1,0,0,0,9.12369256525051
1011,6,2013-01-05,7963,1043,1,0,0,0,8.98268666518409
1012,6,2013-01-05,5922,516,1,0,0,0,8.68659835627697
1013,6,2013-01-05,2226,276,1,0,0,0,7.70841066725737
1014,6,2013-01-05,4746,624,1,0,0,0,8.46526811855132
1015,6,2013-01-05,4794,448,1,0,0,0,8.47532898731754
1016,6,2013-01-05,4237,453,1,0,0,0,8.35184673882824
1017,6,2013-01-05,5501,802,1,0,0,0,8.61286694148452
1018,6,2013-01-05,12568,1537,1,0,0,0,9.43898874392484
1019,6,2013-01-05,7062,653,1,0,0,0,8.86262516940892
1020,6,2013-01-05,10722,1364,1,0,0,1,9.28014624622014
1021,6,2013-01-05,9478,1091,1,0,0,0,9.15683410445304
1022,6,2013-01-05,5961,704,1,0,0,0,8.69316127423802
1023,6,2013-01-05,6055,692,1,0,0,0,8.70880479511728
1024,6,2013-01-05,5952,858,1,0,0,0,8.69165057315339
1025,6,2013-01-05,6029,716,1,0,0,0,8.70450228972123
1026,6,2013-01-05,7776,1051,1,0,0,0,8.95892593869494
1027,6,2013-01-05,9088,1279,1,0,0,0,9.11482017011877
1028,6,2013-01-05,2388,336,1,0,0,0,7.77863014732581
1029,6,2013-01-05,1651,227,1,0,0,0,7.40974195408092
1030,6,2013-01-05,1128,120,1,0,0,0,7.02908756414966
1031,6,2013-01-05,3770,360,1,0,0,0,8.23509549725836
1032,6,2013-01-05,5067,550,1,0,0,0,8.53070154144103
1033,6,2013-01-05,11317,1078,1,0,0,0,9.33414965770247
1034,6,2013-01-05,2455,273,1,0,0,0,7.80628928926703
1035,6,2013-01-05,1915,247,1,0,0,0,7.55799495853081
1036,6,2013-01-05,5270,526,1,0,0,0,8.56997537685521
1037,6,2013-01-05,6234,881,1,0,0,0,8.73793385811414
1038,6,2013-01-05,5514,513,1,0,0,0,8.6152269316876
1039,6,2013-01-05,7880,1102,1,0,0,0,8.97221007835365
1040,6,2013-01-05,6398,678,1,0,0,0,8.76389700713946
1041,6,2013-01-05,5962,582,1,0,0,0,8.69332898912311
1042,6,2013-01-05,2562,425,1,0,0,0,7.84893372636407
1043,6,2013-01-05,8518,1319,1,0,0,0,9.05005424204284
1044,6,2013-01-05,6073,982,1,0,0,0,8.71177264560569
1045,6,2013-01-05,4854,622,1,0,0,0,8.48776438072542
1046,6,2013-01-05,5538,475,1,0,0,0,8.6195692580331
1047,6,2013-01-05,3055,359,1,0,0,0,8.02486215028641
1048,6,2013-01-05,5605,492,1,0,0,0,8.63159273172473
1049,6,2013-01-05,3155,503,1,0,0,0,8.05706068196577
1050,6,2013-01-05,5749,453,1,0,0,1,8.6569551337914
1051,6,2013-01-05,4079,609,1,0,0,0,8.31385226739821
1052,6,2013-01-05,4488,552,1,0,0,0,8.40938523878193
1053,6,2013-01-05,6056,796,1,0,0,0,8.70896990698095
1054,6,2013-01-05,3702,389,1,0,0,0,8.21689858091361
1055,6,2013-01-05,7703,950,1,0,0,0,8.94949495347796
1056,6,2013-01-05,2483,302,1,0,0,0,7.81762544305337
1057,6,2013-01-05,6819,694,1,0,0,0,8.82761475083751
1058,6,2013-01-05,4012,443,1,0,0,0,8.29729437026692
1059,6,2013-01-05,7841,1173,1,0,0,0,8.96724918285228
1060,6,2013-01-05,5157,721,1,0,0,0,8.54830418644129
1061,6,2013-01-05,6247,502,1,0,0,0,8.74001669151952
1062,6,2013-01-05,5340,555,1,0,0,0,8.58316818033977
1063,6,2013-01-05,3421,421,1,0,0,0,8.13798045445214
1064,6,2013-01-05,7335,952,1,0,0,0,8.9005490139363
1065,6,2013-01-05,1864,233,1,0,0,0,7.53101633207792
1066,6,2013-01-05,9481,1026,1,0,0,0,9.15715054346206
1067,6,2013-01-05,4888,443,1,0,0,0,8.49474306257865
1068,6,2013-01-05,4226,315,1,0,0,0,8.34924780056679
1069,6,2013-01-05,2874,375,1,0,0,0,7.96380795323145
1070,6,2013-01-05,7025,932,1,0,0,0,8.85737283282577
1071,6,2013-01-05,4059,510,1,0,0,0,8.30893825259578
1072,6,2013-01-05,3932,375,1,0,0,0,8.27715777243181
1073,6,2013-01-05,4230,613,1,0,0,0,8.35019365072007
1074,6,2013-01-05,4629,561,1,0,0,0,8.44031214708028
1075,6,2013-01-05,13819,1237,1,0,0,0,9.53387209732166
1076,6,2013-01-05,2505,397,1,0,0,0,7.82644313545601
1077,6,2013-01-05,2671,347,1,0,0,0,7.89058253465654
1078,6,2013-01-05,4180,362,1,0,0,0,8.33830573135656
1079,6,2013-01-05,6525,533,1,0,0,1,8.78354947715327
1080,6,2013-01-05,7522,652,1,0,0,0,8.92572027356022
1081,6,2013-01-05,0,0,0,0,0,0,0
1082,6,2013-01-05,5817,877,1,0,0,0,8.66871183905515
1083,6,2013-01-05,4243,302,1,0,0,1,8.35326149973387
1084,6,2013-01-05,5390,770,1,0,0,1,8.59248617545167
1085,6,2013-01-05,5556,561,1,0,0,0,8.62281367327992
1086,6,2013-01-05,6024,694,1,0,0,1,8.70367275835886
1087,6,2013-01-05,5785,586,1,0,0,0,8.66319648553608
1088,6,2013-01-05,2760,294,1,0,0,0,7.92334821193015
1089,6,2013-01-05,9996,1054,1,0,0,0,9.21004032696718
1090,6,2013-01-05,2267,298,1,0,0,0,7.72665366484764
1091,6,2013-01-05,6323,575,1,0,0,0,8.75210719832936
1092,6,2013-01-05,10876,1065,1,0,0,0,9.29440574709385
1093,6,2013-01-05,6885,809,1,0,0,0,8.83724564389847
1094,6,2013-01-05,5543,472,1,0,0,0,8.62047154086974
1095,6,2013-01-05,2395,385,1,0,0,0,7.78155595923534
1096,6,2013-01-05,3456,439,1,0,0,0,8.14815643992162
1097,6,2013-01-05,5460,1390,1,0,0,0,8.60538720215215
1098,6,2013-01-05,2797,423,1,0,0,0,7.93666015522543
1099,6,2013-01-05,8773,1079,1,0,0,0,9.07954808172616
1100,6,2013-01-05,3696,520,1,0,0,0,8.21527695893663
1101,6,2013-01-05,7676,858,1,0,0,0,8.9459841248279
1102,6,2013-01-05,5541,560,1,0,0,0,8.62011072542292
1103,6,2013-01-05,3107,264,1,0,0,1,8.04173471148754
1104,6,2013-01-05,6061,470,1,0,0,0,8.70979505761775
1105,6,2013-01-05,3233,399,1,0,0,0,8.08147504013705
1106,6,2013-01-05,2624,360,1,0,0,0,7.87283617502572
1107,6,2013-01-05,5128,612,1,0,0,0,8.54266598738927
1108,6,2013-01-05,2113,195,1,0,0,0,7.65633716643018
1109,6,2013-01-05,2897,279,1,0,0,0,7.97177612288063
1110,6,2013-01-05,3156,428,1,0,0,0,8.05737748855799
1111,6,2013-01-05,3325,291,1,0,0,0,8.10952565975287
1112,6,2013-01-05,9513,856,1,0,0,0,9.16051967699223
1113,6,2013-01-05,5194,569,1,0,0,0,8.55545190353333
1114,6,2013-01-05,18856,3065,1,0,0,0,9.84463947672692
1115,6,2013-01-05,4771,339,1,0,0,1,8.47052078321781
1,7,2013-01-06,0,0,0,0,0,1,0
2,7,2013-01-06,0,0,0,0,0,0,0
3,7,2013-01-06,0,0,0,0,0,0,0
4,7,2013-01-06,0,0,0,0,0,0,0
5,7,2013-01-06,0,0,0,0,0,0,0
6,7,2013-01-06,0,0,0,0,0,0,0
7,7,2013-01-06,0,0,0,0,0,0,0
8,7,2013-01-06,0,0,0,0,0,0,0
9,7,2013-01-06,0,0,0,0,0,0,0
10,7,2013-01-06,0,0,0,0,0,0,0
11,7,2013-01-06,0,0,0,0,0,0,0
12,7,2013-01-06,0,0,0,0,0,0,0
13,7,2013-01-06,0,0,0,0,a,0,0
14,7,2013-01-06,0,0,0,0,0,0,0
15,7,2013-01-06,0,0,0,0,0,0,0
16,7,2013-01-06,0,0,0,0,a,0,0
17,7,2013-01-06,0,0,0,0,0,0,0
18,7,2013-01-06,0,0,0,0,0,0,0
19,7,2013-01-06,0,0,0,0,0,0,0
20,7,2013-01-06,0,0,0,0,a,0,0
21,7,2013-01-06,0,0,0,0,a,0,0
22,7,2013-01-06,0,0,0,0,a,0,0
23,7,2013-01-06,0,0,0,0,0,0,0
24,7,2013-01-06,0,0,0,0,0,0,0
25,7,2013-01-06,0,0,0,0,0,0,0
26,7,2013-01-06,0,0,0,0,0,0,0
27,7,2013-01-06,0,0,0,0,0,0,0
28,7,2013-01-06,0,0,0,0,a,0,0
29,7,2013-01-06,0,0,0,0,0,0,0
30,7,2013-01-06,0,0,0,0,0,0,0
31,7,2013-01-06,0,0,0,0,0,0,0
32,7,2013-01-06,0,0,0,0,a,0,0
33,7,2013-01-06,0,0,0,0,0,0,0
34,7,2013-01-06,0,0,0,0,0,0,0
35,7,2013-01-06,0,0,0,0,0,0,0
36,7,2013-01-06,0,0,0,0,a,0,0
37,7,2013-01-06,0,0,0,0,a,0,0
38,7,2013-01-06,0,0,0,0,0,0,0
39,7,2013-01-06,0,0,0,0,0,0,0
40,7,2013-01-06,0,0,0,0,0,0,0
41,7,2013-01-06,0,0,0,0,a,0,0
42,7,2013-01-06,0,0,0,0,0,0,0
43,7,2013-01-06,0,0,0,0,0,0,0
44,7,2013-01-06,0,0,0,0,0,0,0
45,7,2013-01-06,0,0,0,0,0,0,0
46,7,2013-01-06,0,0,0,0,a,0,0
47,7,2013-01-06,0,0,0,0,0,0,0
48,7,2013-01-06,0,0,0,0,0,0,0
49,7,2013-01-06,0,0,0,0,a,0,0
50,7,2013-01-06,0,0,0,0,0,0,0
51,7,2013-01-06,0,0,0,0,a,0,0
52,7,2013-01-06,0,0,0,0,a,0,0
53,7,2013-01-06,0,0,0,0,0,0,0
54,7,2013-01-06,0,0,0,0,a,0,0
55,7,2013-01-06,0,0,0,0,0,0,0
56,7,2013-01-06,0,0,0,0,0,1,0
57,7,2013-01-06,0,0,0,0,0,0,0
58,7,2013-01-06,0,0,0,0,a,0,0
59,7,2013-01-06,0,0,0,0,0,0,0
60,7,2013-01-06,0,0,0,0,0,0,0
61,7,2013-01-06,0,0,0,0,a,0,0
62,7,2013-01-06,0,0,0,0,0,0,0
63,7,2013-01-06,0,0,0,0,0,0,0
64,7,2013-01-06,0,0,0,0,0,0,0
65,7,2013-01-06,0,0,0,0,a,0,0
66,7,2013-01-06,0,0,0,0,a,0,0
67,7,2013-01-06,0,0,0,0,a,0,0
68,7,2013-01-06,0,0,0,0,0,0,0
69,7,2013-01-06,0,0,0,0,0,1,0
70,7,2013-01-06,0,0,0,0,0,0,0
71,7,2013-01-06,0,0,0,0,0,0,0
72,7,2013-01-06,0,0,0,0,a,0,0
73,7,2013-01-06,0,0,0,0,0,0,0
74,7,2013-01-06,0,0,0,0,0,0,0
75,7,2013-01-06,0,0,0,0,0,0,0
76,7,2013-01-06,0,0,0,0,a,0,0
77,7,2013-01-06,0,0,0,0,0,1,0
78,7,2013-01-06,0,0,0,0,a,0,0
79,7,2013-01-06,0,0,0,0,a,0,0
80,7,2013-01-06,0,0,0,0,0,0,0
81,7,2013-01-06,0,0,0,0,a,0,0
82,7,2013-01-06,0,0,0,0,0,0,0
83,7,2013-01-06,0,0,0,0,0,0,0
84,7,2013-01-06,0,0,0,0,0,0,0
85,7,2013-01-06,10509,1509,1,0,0,0,9.260082463871
86,7,2013-01-06,0,0,0,0,0,0,0
87,7,2013-01-06,0,0,0,0,0,0,0
88,7,2013-01-06,0,0,0,0,a,0,0
89,7,2013-01-06,0,0,0,0,a,0,0
90,7,2013-01-06,0,0,0,0,0,0,0
91,7,2013-01-06,0,0,0,0,a,0,0
92,7,2013-01-06,0,0,0,0,0,0,0
93,7,2013-01-06,0,0,0,0,0,0,0
94,7,2013-01-06,0,0,0,0,0,0,0
95,7,2013-01-06,0,0,0,0,0,0,0
96,7,2013-01-06,0,0,0,0,0,0,0
97,7,2013-01-06,0,0,0,0,0,0,0
98,7,2013-01-06,0,0,0,0,0,0,0
99,7,2013-01-06,0,0,0,0,a,0,0
100,7,2013-01-06,0,0,0,0,a,0,0
101,7,2013-01-06,0,0,0,0,0,0,0
102,7,2013-01-06,0,0,0,0,0,0,0
103,7,2013-01-06,0,0,0,0,0,0,0
104,7,2013-01-06,0,0,0,0,0,0,0
105,7,2013-01-06,0,0,0,0,a,0,0
106,7,2013-01-06,0,0,0,0,0,0,0
107,7,2013-01-06,0,0,0,0,0,0,0
108,7,2013-01-06,0,0,0,0,a,0,0
109,7,2013-01-06,0,0,0,0,0,0,0
110,7,2013-01-06,0,0,0,0,0,0,0
111,7,2013-01-06,0,0,0,0,0,1,0
112,7,2013-01-06,0,0,0,0,0,0,0
113,7,2013-01-06,0,0,0,0,a,0,0
114,7,2013-01-06,0,0,0,0,0,0,0
115,7,2013-01-06,0,0,0,0,a,0,0
116,7,2013-01-06,0,0,0,0,0,0,0
117,7,2013-01-06,0,0,0,0,0,0,0
118,7,2013-01-06,0,0,0,0,0,0,0
119,7,2013-01-06,0,0,0,0,0,0,0
120,7,2013-01-06,0,0,0,0,0,1,0
121,7,2013-01-06,0,0,0,0,0,0,0
122,7,2013-01-06,0,0,0,0,0,0,0
123,7,2013-01-06,0,0,0,0,a,0,0
124,7,2013-01-06,0,0,0,0,0,0,0
125,7,2013-01-06,0,0,0,0,0,0,0
126,7,2013-01-06,0,0,0,0,0,0,0
127,7,2013-01-06,0,0,0,0,a,0,0
128,7,2013-01-06,0,0,0,0,0,1,0
129,7,2013-01-06,0,0,0,0,a,0,0
130,7,2013-01-06,0,0,0,0,0,1,0
131,7,2013-01-06,0,0,0,0,0,0,0
132,7,2013-01-06,0,0,0,0,a,0,0
133,7,2013-01-06,0,0,0,0,0,0,0
134,7,2013-01-06,0,0,0,0,0,0,0
135,7,2013-01-06,0,0,0,0,0,1,0
136,7,2013-01-06,0,0,0,0,a,0,0
137,7,2013-01-06,0,0,0,0,a,0,0
138,7,2013-01-06,0,0,0,0,0,0,0
139,7,2013-01-06,0,0,0,0,a,0,0
140,7,2013-01-06,0,0,0,0,0,1,0
141,7,2013-01-06,0,0,0,0,a,0,0
142,7,2013-01-06,0,0,0,0,0,0,0
143,7,2013-01-06,0,0,0,0,0,0,0
144,7,2013-01-06,0,0,0,0,a,0,0
145,7,2013-01-06,0,0,0,0,a,0,0
146,7,2013-01-06,0,0,0,0,0,0,0
147,7,2013-01-06,0,0,0,0,0,0,0
148,7,2013-01-06,0,0,0,0,0,0,0
149,7,2013-01-06,0,0,0,0,a,0,0
150,7,2013-01-06,0,0,0,0,0,0,0
151,7,2013-01-06,0,0,0,0,a,0,0
152,7,2013-01-06,0,0,0,0,0,0,0
153,7,2013-01-06,0,0,0,0,0,0,0
154,7,2013-01-06,0,0,0,0,0,1,0
155,7,2013-01-06,0,0,0,0,a,0,0
156,7,2013-01-06,0,0,0,0,0,0,0
157,7,2013-01-06,0,0,0,0,0,0,0
158,7,2013-01-06,0,0,0,0,0,0,0
159,7,2013-01-06,0,0,0,0,a,0,0
160,7,2013-01-06,0,0,0,0,0,1,0
161,7,2013-01-06,0,0,0,0,0,0,0
162,7,2013-01-06,0,0,0,0,0,1,0
163,7,2013-01-06,0,0,0,0,0,0,0
164,7,2013-01-06,0,0,0,0,a,0,0
165,7,2013-01-06,0,0,0,0,a,0,0
166,7,2013-01-06,0,0,0,0,0,0,0
167,7,2013-01-06,0,0,0,0,a,0,0
168,7,2013-01-06,0,0,0,0,a,0,0
169,7,2013-01-06,0,0,0,0,0,0,0
170,7,2013-01-06,0,0,0,0,0,0,0
171,7,2013-01-06,0,0,0,0,0,0,0
172,7,2013-01-06,0,0,0,0,a,0,0
173,7,2013-01-06,0,0,0,0,0,0,0
174,7,2013-01-06,0,0,0,0,a,0,0
175,7,2013-01-06,0,0,0,0,0,0,0
176,7,2013-01-06,0,0,0,0,0,0,0
177,7,2013-01-06,0,0,0,0,a,0,0
178,7,2013-01-06,0,0,0,0,0,0,0
179,7,2013-01-06,0,0,0,0,0,0,0
180,7,2013-01-06,0,0,0,0,0,0,0
181,7,2013-01-06,0,0,0,0,a,0,0
182,7,2013-01-06,0,0,0,0,0,1,0
183,7,2013-01-06,0,0,0,0,a,0,0
184,7,2013-01-06,0,0,0,0,0,0,0
185,7,2013-01-06,0,0,0,0,0,0,0
186,7,2013-01-06,0,0,0,0,a,0,0
187,7,2013-01-06,0,0,0,0,0,0,0
188,7,2013-01-06,0,0,0,0,0,0,0
189,7,2013-01-06,0,0,0,0,0,0,0
190,7,2013-01-06,0,0,0,0,a,0,0
191,7,2013-01-06,0,0,0,0,a,0,0
192,7,2013-01-06,0,0,0,0,a,0,0
193,7,2013-01-06,0,0,0,0,a,0,0
194,7,2013-01-06,0,0,0,0,a,0,0
195,7,2013-01-06,0,0,0,0,0,0,0
196,7,2013-01-06,0,0,0,0,0,0,0
197,7,2013-01-06,0,0,0,0,0,0,0
198,7,2013-01-06,0,0,0,0,0,0,0
199,7,2013-01-06,0,0,0,0,0,0,0
200,7,2013-01-06,0,0,0,0,0,0,0
201,7,2013-01-06,0,0,0,0,0,0,0
202,7,2013-01-06,0,0,0,0,0,1,0
203,7,2013-01-06,0,0,0,0,a,0,0
204,7,2013-01-06,0,0,0,0,a,0,0
205,7,2013-01-06,0,0,0,0,0,0,0
206,7,2013-01-06,0,0,0,0,0,0,0
207,7,2013-01-06,0,0,0,0,0,0,0
208,7,2013-01-06,0,0,0,0,0,0,0
209,7,2013-01-06,0,0,0,0,0,0,0
210,7,2013-01-06,0,0,0,0,0,0,0
211,7,2013-01-06,0,0,0,0,0,0,0
212,7,2013-01-06,0,0,0,0,0,0,0
213,7,2013-01-06,0,0,0,0,0,0,0
214,7,2013-01-06,0,0,0,0,0,0,0
215,7,2013-01-06,0,0,0,0,a,0,0
216,7,2013-01-06,0,0,0,0,0,0,0
217,7,2013-01-06,0,0,0,0,0,0,0
218,7,2013-01-06,0,0,0,0,a,0,0
219,7,2013-01-06,0,0,0,0,0,0,0
220,7,2013-01-06,0,0,0,0,0,0,0
221,7,2013-01-06,0,0,0,0,0,0,0
222,7,2013-01-06,0,0,0,0,0,0,0
223,7,2013-01-06,0,0,0,0,0,0,0
224,7,2013-01-06,0,0,0,0,a,0,0
225,7,2013-01-06,0,0,0,0,a,0,0
226,7,2013-01-06,0,0,0,0,0,1,0
227,7,2013-01-06,0,0,0,0,0,0,0
228,7,2013-01-06,0,0,0,0,0,0,0
229,7,2013-01-06,0,0,0,0,0,0,0
230,7,2013-01-06,0,0,0,0,0,0,0
231,7,2013-01-06,0,0,0,0,a,0,0
232,7,2013-01-06,0,0,0,0,a,0,0
233,7,2013-01-06,0,0,0,0,0,1,0
234,7,2013-01-06,0,0,0,0,0,0,0
235,7,2013-01-06,0,0,0,0,0,1,0
236,7,2013-01-06,0,0,0,0,0,0,0
237,7,2013-01-06,0,0,0,0,0,0,0
238,7,2013-01-06,0,0,0,0,0,0,0
239,7,2013-01-06,0,0,0,0,0,0,0
240,7,2013-01-06,0,0,0,0,0,0,0
241,7,2013-01-06,0,0,0,0,0,0,0
242,7,2013-01-06,0,0,0,0,0,1,0
243,7,2013-01-06,0,0,0,0,a,0,0
244,7,2013-01-06,0,0,0,0,0,0,0
245,7,2013-01-06,0,0,0,0,0,1,0
246,7,2013-01-06,0,0,0,0,0,0,0
247,7,2013-01-06,0,0,0,0,0,1,0
248,7,2013-01-06,0,0,0,0,0,0,0
249,7,2013-01-06,0,0,0,0,0,0,0
250,7,2013-01-06,0,0,0,0,0,1,0
251,7,2013-01-06,0,0,0,0,0,0,0
252,7,2013-01-06,0,0,0,0,0,0,0
253,7,2013-01-06,0,0,0,0,0,0,0
254,7,2013-01-06,0,0,0,0,0,0,0
255,7,2013-01-06,0,0,0,0,0,0,0
256,7,2013-01-06,0,0,0,0,0,0,0
257,7,2013-01-06,0,0,0,0,0,0,0
258,7,2013-01-06,0,0,0,0,a,0,0
259,7,2013-01-06,7926,1686,1,0,0,1,8.97802993283716
260,7,2013-01-06,0,0,0,0,0,0,0
261,7,2013-01-06,0,0,0,0,0,0,0
262,7,2013-01-06,23240,3479,1,0,0,0,10.0536732393
263,7,2013-01-06,0,0,0,0,a,0,0
264,7,2013-01-06,0,0,0,0,0,0,0
265,7,2013-01-06,0,0,0,0,0,0,0
266,7,2013-01-06,0,0,0,0,0,0,0
267,7,2013-01-06,0,0,0,0,0,0,0
268,7,2013-01-06,0,0,0,0,0,0,0
269,7,2013-01-06,0,0,0,0,0,0,0
270,7,2013-01-06,0,0,0,0,0,0,0
271,7,2013-01-06,0,0,0,0,0,0,0
272,7,2013-01-06,0,0,0,0,0,1,0
273,7,2013-01-06,0,0,0,0,0,0,0
